id	value	task	text	hypothesis
1641	TRUE	IE	Today&apos;s highlight in history: On Nov. 24, 1963, in a scene captured on live network television, Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald as the accused assassin of President John F. Kennedy was being escorted by police to an armored truck at the Dallas municipal building for transfer to the county jail.	Lee Harvey Oswald killed President John F. Kennedy.
1662	FALSE	IE	All residential areas in South Africa are segregated by race and no black neighborhoods have been established in Port Nolloth.	All residential areas are located in South Africa.
1697	TRUE	IE	In 1999 Ford bought the apartment in Manhattan that he shares with his new girlfriend, Calista Flockhart.	Calista Flockhart lives in Manhattan.
1650	FALSE	IE	Canadian authorities are investigating a report that Frank Costello, an American citizen, was offered the job of assassinating Prime Minister Brian Mulroney, a spokeswoman said.	Frank Costello killed Prime Minister Brian Mulroney.
2090	FALSE	IE	Alice Walton, daughter of Sam Walton, the founder of Wal-Mart, is believed to be ready to pay about C$90m for the Douglas Lake Ranch.	Alice Walton is the founder of Wal-Mart.
1683	FALSE	IE	At a regular Chinese Foreign Ministry briefing in Beijing on Thursday, spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam at an appropriate time.	Li Zhaoxing lives in Beijing.
1645	FALSE	IE	According to Viroj Laohaphan, director general of Thailand&apos;s Customs Department, if this amount of heroin had left Thailand, it would have killed an uncountable number of people.	Viroj Laohaphan killed an uncountable number of people.
1886	TRUE	IE	The Geneve-based FAO organizing committee has announced that the location of the 4th International World Food Security conference has been moved from Bangkok to New Delhi for security reasons.	The 4th International World Food security conference is held in New Delhi.
1820	FALSE	IE	The recent G8 summit, which was first held on July 13-16, 1975, took place on Sea Island on June 8-10.	The recent G8 summit took place on July 13-16, 1975.
1692	TRUE	IE	LaFarge was the one who taught Tiffany to make the Favrile glass, said auctioneer William Doyle who operates an auction house in Manhattan.	William Doyle works for an auction house in Manhattan.
1615	FALSE	IE	Los Angeles, hometown of the Lakers, hosted the basketball championship final last night.	The Lakers were born in Los Angeles.
1879	TRUE	IE	Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to this besieged city, host of the 1984 Winter Olympic Games.	The 1984 Winter Olympic Games were held in Sarajevo.
1999	FALSE	IE	The plays, presented in celebration of the 100th anniversary of O&apos;Neill&apos;s birth, may go on to New York City and the Soviet Union.	O&apos;Neill was born in New York city.
1598	TRUE	IE	U.K. Billionaire P. Green raised his proposed bid for Marks &amp; Spencer Group Plc.	P. Green tries to take over Marks &amp; Spencer Group.
1696	TRUE	IE	In 1999 Ford bought the apartment in Manhattan that he shares with his new girlfriend, Calista Flockhart.	Ford lives in Manhattan.
1876	FALSE	IE	&quot;Much preparation is required to host the European football championship&quot;, declared Russian President Vladimir Putin, commenting on the call of Grigory Surkis for Russia to host Euro 2012.	Euro 2012 will be held in Russia.
1688	FALSE	IE	Born in Athens, Psacharopoulos came to the United States at age 17 to enter Oberlin College, where he met Jean Hackett, an actress of New York City.	Oberlin College is an organisation based in New York.
1654	TRUE	IE	Officials in Perugia in Umbria province said five people were arrested there Tuesday.	Perugia is located in Umbria.
1628	FALSE	IE	The plays, presented in celebration of the 100th anniversary of O&apos;Neill&apos;s birth, may go on to New York City and the Soviet Union.	O&apos;Neill was born in New York City.
2010	FALSE	IE	The film was produced by Jason P. Brubaker of Brubaker Films LLC, in association with T-Street Productions.	J. Brubaker is a member of T-Street Production.
1670	FALSE	IE	Mark Said and Philip Dick, two members of Ontario Bradley First Air&apos;s crew, were from Montreal, Canada.	Bradley First Air is an organisation based in Montreal, Canada.
1620	FALSE	IE	Illinois born Charlton Heston was a 27-year-old actor from Broadway and television when he arrived in Hollywood for a five-picture contract with Hal Wallis.	Charlton Heston was born in Broadway.
1923	TRUE	IE	Only a dozen officials were present at the ceremony of power transfer from the US to the Iraqi government, in which Bremer handed over legal documents to interim Prime Minister Iyad Allawi.	Bremer participates in the ceremony of power transfer from the US to the Iraqi government.
1911	TRUE	IE	The SPD got just 21.5% of the vote in the European Parliament elections, while the conservative opposition parties polled 44.5%.	The SPD is defeated by the opposition parties.
1694	TRUE	IE	Hernandez Galicia was arrested when soldiers blew down his door with a bazooka in a raid on his Ciudad Madero home.	Hernandez Galicia lives in Ciudad Madero.
1899	FALSE	IE	Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.	England is defeated by Croatia.
1875	TRUE	IE	In 1984 Los Angeles saw a record 140 nations taking part in the XXIII Olympiade, despite the boycott led by the Soviet Union.	The XXIII Olympiade was held in Los Angeles.
1642	FALSE	IE	Today&apos;s highlight in history: On Nov. 24, 1963, in a scene captured on live network television, Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald as the accused assassin of President John F. Kennedy was being escorted by police to an armored truck at the Dallas municipal building for transfer to the county jail.	Jack Ruby killed President John F. Kennedy.
1611	TRUE	IE	Dole&apos;s wife, Elizabeth, is a native of Salisbury, N.C.	Dole&apos;s wife, Elizabeth was born in Salisbury, N.C.
1921	TRUE	IE	Cedras, Biamby, and Francois also led the 1991 coup.	Cedras took part in the 1991 coup.
1880	FALSE	IE	Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to this besieged city, host of the 1984 Winter Olympic Games.	The 1984 Winter Olympic Games were held in Lillehammer.
1907	FALSE	IE	The centre-right European People&apos;s Party (EPP), the largest group in the European Parliament, has warned that it will reject the Taoiseach, Berni Ahern, if he is nominated as the next president of the European Commission.	Berni Ahern is the president of the European Commission.
1924	TRUE	IE	Ahern, who is travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders about the election of the EU commission president.	Ahern takes part in an EU-Japan summit.
1666	FALSE	IE	Abrams&apos; 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington..	Latin America bureau is an organisation based in Washington.
1664	TRUE	IE	Only a few thousand people live in Port Nolloth, one of the few towns in the semi-arid landscape that makes up the northwest corner of South Africa.	Port Nolloth is located in South Africa.
1872	TRUE	IE	The third African Union summit opened in the Ethiopia&apos;s capital of Addis Ababa on Tuesday, June 29.	The third African Union summit is held in Ethiopia.
1617	FALSE	IE	In 1782 Martin Van Buren, the first US president who was a native citizen of the United States, was born in Kinderhook, N.Y.	The first US president was born in Kinderhook, N.Y.
1693	FALSE	IE	LaFarge was the one who helped Tiffany to make the Favrile glass, said auctioneer William Doyle who operates an auction house in Manhattan.	William Doyle lives in Manhattan.
1909	TRUE	IE	Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.	Romano Prodi is the president of the European Commission.
1689	TRUE	IE	Born in Athens, Psacharopoulos came to the United States at age 17 to enter Oberlin College, where he met Jean Hackett, an actress of New York City	Oberlin College is an organisation based in the United States.
